Time,Speed,Distance,acceleration,force,torque,rpm
2.599998,0.04088373,0.01264592,-0.01748224,3.496448,3.496448,0.006461315
2.699998,0.04247778,0.01264656,-0.01748156,3.496313,3.496313,0.006707241
2.799998,0.04380276,0.01264727,-0.01748089,3.496179,3.496179,0.00694971
2.899998,0.04562704,0.01264794,-0.01748017,3.496034,3.496034,0.00721374
2.999998,0.04719499,0.01264861,-0.0174795,3.4959,3.4959,0.007457405
3.099998,0.04876792,0.01264931,-0.01747881,3.495761,3.495761,0.007710533
3.199998,0.05036193,0.01265,-0.01747812,3.495624,3.495624,0.007960351
3.299998,0.05190678,0.0126507,-0.01747743,3.495486,3.495486,0.008210564
3.399997,0.05341125,0.01265147,-0.01747673,3.495346,3.495346,0.00846477
3.499997,0.05502297,0.01265221,-0.01747607,3.495213,3.495213,0.008706528
3.599997,0.05662445,0.01265295,-0.01747536,3.495072,3.495072,0.008963972
3.699997,0.05816451,0.01265369,-0.01747467,3.494933,3.494933,0.009215636
3.799997,0.05978575,0.01265443,-0.01747399,3.494797,3.494797,0.00946327
3.899997,0.06135127,0.01265519,-0.01747329,3.494658,3.494658,0.009716867
3.999997,0.06294645,0.01265602,-0.01747261,3.494521,3.494521,0.009965581
4.099997,0.06449305,0.0126568,-0.01747191,3.494383,3.494383,0.01021764
4.199997,0.06609082,0.01265759,-0.01747124,3.494248,3.494248,0.01046276
4.299997,0.06762565,0.01265841,-0.01747056,3.494112,3.494112,0.01071024
4.399997,0.06918523,0.01265922,-0.01746985,3.493969,3.493969,0.01096936
4.499997,0.07077627,0.01266003,-0.01746918,3.493835,3.493835,0.01121318
4.599997,0.07238211,0.01266087,-0.01746849,3.493698,3.493698,0.01146328
4.699996,0.07391084,0.01266176,-0.01746779,3.493557,3.493557,0.01171882
4.799996,0.07549783,0.01266262,-0.01746715,3.493431,3.493431,0.01194848
4.899996,0.07704816,0.01266348,-0.01746643,3.493286,3.493286,0.01221281
4.999996,0.07864397,0.01266435,-0.01746574,3.493149,3.493149,0.01246155
5.099996,0.08020231,0.01266524,-0.01746504,3.493008,3.493008,0.0127172
5.199996,0.0817684,0.01266619,-0.01746435,3.49287,3.49287,0.01296962
5.299996,0.08337521,0.0126671,-0.01746367,3.492733,3.492733,0.01321766
5.399996,0.08493106,0.01266802,-0.01746298,3.492597,3.492597,0.01346615
5.499996,0.08649005,0.01266895,-0.01746231,3.492461,3.492461,0.01371199
5.599996,0.08806129,0.01266988,-0.01746161,3.492323,3.492323,0.01396411
5.699996,0.08966382,0.01267082,-0.01746091,3.492182,3.492182,0.01422056
5.799995,0.09123445,0.01267184,-0.01746023,3.492047,3.492047,0.01446595
5.899995,0.0927905,0.01267281,-0.01745954,3.491908,3.491908,0.01471793
5.999995,0.09434333,0.01267378,-0.01745886,3.491772,3.491772,0.01496622
6.099995,0.09594473,0.01267478,-0.01745816,3.491631,3.491631,0.01522198
6.199995,0.09752518,0.01267584,-0.01745749,3.491497,3.491497,0.01546618
6.299995,0.09895314,0.01267684,-0.01745678,3.491357,3.491357,0.01572165
6.399995,0.1006515,0.01267785,-0.0174561,3.49122,3.49122,0.01597074
6.499995,0.1022194,0.01267887,-0.01745541,3.491082,3.491082,0.01622153
6.599995,0.1037498,0.0126799,-0.01745474,3.490948,3.490948,0.01646484
6.699995,0.1053382,0.01268095,-0.01745404,3.490809,3.490809,0.01671817
6.799994,0.10693,0.01268205,-0.01745337,3.490674,3.490674,0.01696368
6.899994,0.1085074,0.0126831,-0.01745267,3.490535,3.490535,0.01721579
6.999994,0.1100683,0.01268418,-0.01745199,3.490398,3.490398,0.01746442
7.099994,0.1116571,0.01268525,-0.01745129,3.490258,3.490258,0.0177197
7.199994,0.1132016,0.0126864,-0.0174506,3.49012,3.49012,0.01797082
7.299994,0.1148006,0.0126875,-0.01744992,3.489984,3.489984,0.01821794
7.399994,0.1163302,0.01268862,-0.01744924,3.489848,3.489848,0.01846509
7.499994,0.1179384,0.01268974,-0.01744854,3.489707,3.489707,0.0187213
7.599994,0.119517,0.01269089,-0.01744785,3.48957,3.48957,0.01897145
7.699994,0.121069,0.01269204,-0.01744717,3.489434,3.489434,0.01921969
7.799994,0.1226455,0.01269319,-0.01744648,3.489295,3.489295,0.01947148
7.899993,0.1242051,0.01269436,-0.0174458,3.489159,3.489159,0.01971846
7.999993,0.1257412,0.01269555,-0.01744516,3.489031,3.489031,0.01995092
8.099996,0.1273009,0.01269679,-0.01744443,3.488887,3.488887,0.02021402
8.199998,0.1288388,0.012698,-0.01744373,3.488745,3.488745,0.02047155
8.3,0.1303191,0.01269919,-0.01744312,3.488624,3.488624,0.0206918
8.400002,0.1320562,0.01270046,-0.0174425,3.4885,3.4885,0.02091688
8.500005,0.1335894,0.01270171,-0.01744171,3.488343,3.488343,0.021204
8.600007,0.1350841,0.01270295,-0.01744098,3.488196,3.488196,0.02147112
8.700009,0.1367458,0.0127042,-0.01744032,3.488064,3.488064,0.02171122
8.800012,0.1383496,0.01270547,-0.01743961,3.487921,3.487921,0.02197014
8.900014,0.139761,0.01270673,-0.01743893,3.487786,3.487786,0.02221645
9.000016,0.1414552,0.012708,-0.01743828,3.487655,3.487655,0.02245379
9.100019,0.1429972,0.01271511,-0.01743755,3.487511,3.487511,0.02271648
9.200021,0.1445867,0.01272755,-0.01743687,3.487375,3.487375,0.02296456
9.300023,0.1461657,0.0127452,-0.01743618,3.487237,3.487237,0.02321489
9.400025,0.1477116,0.01276802,-0.01743552,3.487103,3.487103,0.02345784
9.500028,0.1493141,0.01279324,-0.01743481,3.486962,3.486962,0.02371544
9.60003,0.1508417,0.01281959,-0.01743413,3.486827,3.486827,0.02396114
9.700032,0.1524177,0.0128472,-0.01743348,3.486695,3.486695,0.02420052
9.800035,0.1539804,0.01287607,-0.01743275,3.486549,3.486549,0.02446578
9.900037,0.1555832,0.01290623,-0.01743205,3.486411,3.486411,0.02471786
10.00004,0.1571611,0.01293769,-0.0174314,3.486279,3.486279,0.02495643
10.10004,0.1587299,0.01297034,-0.0174307,3.48614,3.48614,0.02520986
10.20004,0.1602786,0.01300422,-0.01743001,3.486003,3.486003,0.02545958
10.30005,0.1618634,0.01303938,-0.01742931,3.485862,3.485862,0.02571472
10.40005,0.1634624,0.01307579,-0.01742863,3.485726,3.485726,0.02596291
10.50005,0.1650036,0.01311354,-0.01742794,3.485588,3.485588,0.02621479
10.60005,0.1664834,0.01315246,-0.01742726,3.485452,3.485452,0.02646227
10.70006,0.1681694,0.01319263,-0.01742658,3.485315,3.485315,0.02671037
10.80006,0.1697118,0.01323407,-0.0174259,3.485181,3.485181,0.02695485
10.90006,0.1712584,0.01327675,-0.0174252,3.48504,3.48504,0.02721109
11.00006,0.1728493,0.01332069,-0.01742452,3.484904,3.484904,0.02745828
11.10006,0.1744201,0.01336587,-0.01742382,3.484764,3.484764,0.02771219
11.20007,0.1759547,0.01341243,-0.01742315,3.48463,3.48463,0.027956
11.30007,0.1775776,0.01346014,-0.01742245,3.48449,3.48449,0.02821159
11.40007,0.179105,0.01350908,-0.01742177,3.484354,3.484354,0.02845855
11.50007,0.1806588,0.01355929,-0.01742109,3.484219,3.484219,0.02870503
11.60008,0.1822443,0.01361074,-0.01742041,3.484082,3.484082,0.02895362
11.70008,0.1837991,0.01366346,-0.01741972,3.483943,3.483943,0.02920569
11.80008,0.185358,0.01371743,-0.01741903,3.483805,3.483805,0.02945659
11.90008,0.1869604,0.01377263,-0.01741836,3.483672,3.483672,0.02969851
12.00008,0.188524,0.01382911,-0.01741765,3.483531,3.483531,0.02995653
12.10009,0.190083,0.01388683,-0.01741697,3.483395,3.483395,0.03020396
12.20009,0.1915935,0.01394572,-0.01741635,3.48327,3.48327,0.03043002
12.30009,0.1931595,0.0140059,-0.01741565,3.483129,3.483129,0.03068655
12.40009,0.1947159,0.01406737,-0.01741496,3.482991,3.482991,0.03093811
12.5001,0.1963895,0.0141301,-0.01741424,3.482848,3.482848,0.03119777
12.6001,0.1978965,0.01419412,-0.01741355,3.48271,3.48271,0.03144825
12.7001,0.199508,0.01425938,-0.01741285,3.482571,3.482571,0.03170194
12.8001,0.2010634,0.01432589,-0.01741218,3.482435,3.482435,0.03194846
12.90011,0.2026516,0.01439373,-0.01741148,3.482296,3.482296,0.03220186
13.00011,0.204202,0.01446271,-0.0174108,3.482161,3.482161,0.03244827
13.10011,0.2057466,0.01453291,-0.01741015,3.48203,3.48203,0.03268537
13.20011,0.2070968,0.01460442,-0.01740946,3.481891,3.481891,0.03293892
13.30011,0.2089027,0.01467713,-0.01740875,3.481751,3.481751,0.03319402
13.40012,0.2104001,0.01475113,-0.01740808,3.481615,3.481615,0.03344032
13.50012,0.2118894,0.01482637,-0.01740746,3.481493,3.481493,0.0336637
13.60012,0.2135167,0.01490289,-0.01740668,3.481336,3.481336,0.03394863
13.70012,0.2151258,0.01498074,-0.01740599,3.481199,3.481199,0.03419803
13.80013,0.2166694,0.01505985,-0.01740531,3.481063,3.481063,0.03444446
13.90013,0.2183112,0.01514015,-0.01740463,3.480926,3.480926,0.03469395
14.00013,0.2198481,0.01522171,-0.01740394,3.480787,3.480787,0.0349462
14.10013,0.2214333,0.01530451,-0.01740326,3.480653,3.480653,0.03519082
14.20014,0.2229674,0.01538857,-0.01740259,3.480518,3.480518,0.03543686
14.30014,0.2245772,0.01547385,-0.0174019,3.480381,3.480381,0.0356862
14.40014,0.2261426,0.01556042,-0.0174012,3.48024,3.48024,0.03594144
14.50014,0.2276684,0.01564824,-0.01740052,3.480105,3.480105,0.03618729
14.60014,0.2292501,0.01573731,-0.01739983,3.479965,3.479965,0.03644151
14.70015,0.2308026,0.01582769,-0.01739916,3.479832,3.479832,0.03668334
14.80015,0.2323789,0.01591928,-0.01739845,3.479691,3.479691,0.03694008
14.90015,0.2338919,0.01601204,-0.01739789,3.479579,3.479579,0.03714469
15.00015,0.2354736,0.01610611,-0.0173971,3.47942,3.47942,0.03743255
15.10016,0.2371003,0.01620984,-0.01739642,3.479284,3.479284,0.03768136
15.20016,0.2386574,0.01643695,-0.01739573,3.479146,3.479146,0.03793247
15.30016,0.2402089,0.01682116,-0.01739504,3.479008,3.479008,0.03818266
15.40016,0.2416419,0.01736095,-0.01739437,3.478875,3.478875,0.03842514
15.50016,0.2433471,0.01805386,-0.0173937,3.478741,3.478741,0.0386682
15.60017,0.2449344,0.01890606,-0.01739303,3.478605,3.478605,0.0389153
15.70017,0.2464471,0.01990903,-0.0173923,3.47846,3.47846,0.03917914
15.80017,0.2478531,0.02107262,-0.01739167,3.478335,3.478335,0.03940681
15.90017,0.2495818,0.02238725,-0.01739098,3.478196,3.478196,0.03965905
16.00018,0.2511251,0.02385787,-0.01739024,3.478049,3.478049,0.03992777
16.10018,0.2526475,0.02549357,-0.01738956,3.477912,3.477912,0.0401768
16.20018,0.2543181,0.02728557,-0.01738887,3.477774,3.477774,0.04042699
16.30018,0.2558664,0.02923565,-0.0173882,3.477641,3.477641,0.04066962
16.40018,0.257445,0.03134095,-0.0173875,3.477499,3.477499,0.04092696
16.50019,0.2590005,0.03360233,-0.01738684,3.477367,3.477367,0.04116752
16.60019,0.2598462,0.03601071,-0.01738642,3.477284,3.477284,0.04131888
16.70019,0.2621203,0.0385717,-0.01738546,3.477093,3.477093,0.04166667
16.80019,0.2636835,0.04130396,-0.01738477,3.476954,3.476954,0.04191812
16.9002,0.2652365,0.04419017,-0.0173841,3.47682,3.47682,0.04216238
17.0002,0.266827,0.04723555,-0.0173834,3.47668,3.47668,0.04241789
17.1002,0.268373,0.05043638,-0.01738272,3.476544,3.476544,0.04266496
17.2002,0.2699579,0.05379387,-0.01738205,3.47641,3.47641,0.04290869
17.30021,0.2715435,0.05730916,-0.01738134,3.476268,3.476268,0.04316702
17.40021,0.2731014,0.06097947,-0.01738065,3.47613,3.47613,0.04341769
17.50021,0.2746508,0.06480701,-0.01737998,3.475996,3.475996,0.04366132
17.60021,0.2762224,0.06879244,-0.01737928,3.475857,3.475857,0.0439145
17.70021,0.2777897,0.0729323,-0.01737861,3.475722,3.475722,0.04415978
17.80022,0.2793145,0.0772276,-0.01737795,3.475591,3.475591,0.04439797
17.90022,0.2809345,0.08167934,-0.01737725,3.475449,3.475449,0.04465539
18.00022,0.2824791,0.08628868,-0.01737656,3.475312,3.475312,0.04490627
18.10022,0.2840073,0.09105354,-0.01737588,3.475175,3.475175,0.04515385
18.20023,0.2856086,0.0959753,-0.01737519,3.475038,3.475038,0.04540401
18.30023,0.287186,0.1010513,-0.0173745,3.4749,3.4749,0.04565402
18.40023,0.2887222,0.1062866,-0.01737384,3.474769,3.474769,0.04589355
18.50023,0.290288,0.1116769,-0.01737314,3.474629,3.474629,0.04614823
18.60023,0.2918562,0.1172221,-0.01737247,3.474494,3.474494,0.04639414
18.70024,0.293379,0.1229256,-0.01737177,3.474354,3.474354,0.04664729
18.80024,0.2949459,0.1287845,-0.0173711,3.47422,3.47422,0.04689135
18.90024,0.2965434,0.1347997,-0.0173704,3.474081,3.474081,0.04714508
19.00024,0.297958,0.1409711,-0.01736972,3.473945,3.473945,0.04739145
19.10025,0.2996655,0.1472975,-0.01736904,3.473809,3.473809,0.04763944
19.20025,0.3012384,0.1537828,-0.01736836,3.473672,3.473672,0.04788798
19.30025,0.3026728,0.1604243,-0.01736767,3.473535,3.473535,0.04813755
19.40025,0.3043766,0.167219,-0.01736697,3.473394,3.473394,0.04839395
19.50026,0.3058957,0.1741727,-0.01736631,3.473263,3.473263,0.04863223
19.60026,0.307492,0.1812813,-0.01736563,3.473127,3.473127,0.0488796
19.70026,0.3090395,0.1885484,-0.01736493,3.472987,3.472987,0.04913429
19.80026,0.3106228,0.1959715,-0.01736425,3.47285,3.47285,0.04938414
19.90026,0.3121721,0.2035516,-0.01736357,3.472715,3.472715,0.04962986
20.00027,0.3137489,0.2112881,-0.01736287,3.472574,3.472574,0.0498863
20.10027,0.3152905,0.2191783,-0.01736219,3.472439,3.472439,0.05013134
20.20027,0.3168385,0.2272267,-0.01736151,3.472301,3.472301,0.05038102
20.30027,0.3184423,0.2354305,-0.01736084,3.472168,3.472168,0.05062454
20.40028,0.3199953,0.2437924,-0.01736015,3.47203,3.47203,0.05087521
20.50028,0.3215651,0.2523084,-0.01735947,3.471894,3.471894,0.05112297
20.60028,0.3230826,0.2609824,-0.01735877,3.471755,3.471755,0.05137625
20.70028,0.3245419,0.2698062,-0.01735819,3.471638,3.471638,0.05158829
20.80029,0.3262092,0.2787888,-0.01735741,3.471483,3.471483,0.05187086
20.90029,0.3278099,0.2879276,-0.01735674,3.471348,3.471348,0.05211541
21.00029,0.3293324,0.2972253,-0.01735605,3.471209,3.471209,0.05236807
21.10029,0.3309228,0.3066788,-0.01735537,3.471074,3.471074,0.05261478
21.20029,0.3324403,0.3162882,-0.0173547,3.47094,3.47094,0.05285702
21.3003,0.3340657,0.3260495,-0.01735406,3.470811,3.470811,0.05309169
21.4003,0.3355223,0.3359739,-0.0173533,3.470659,3.470659,0.05336814
21.5003,0.3371092,0.3460515,-0.01735262,3.470525,3.470525,0.05361323
21.6003,0.338469,0.3562824,-0.01735201,3.470401,3.470401,0.05383733
21.70031,0.3402914,0.3666675,-0.01735125,3.470251,3.470251,0.05411095
21.80031,0.3418576,0.3772128,-0.01735059,3.470117,3.470117,0.05435389
21.90031,0.3434386,0.387917,-0.01734989,3.469978,3.469978,0.05460665
22.00031,0.3449847,0.3987777,-0.0173492,3.469841,3.469841,0.05485646
22.10032,0.3465144,0.4097939,-0.01734853,3.469706,3.469706,0.05510238
22.20032,0.3481005,0.4209648,-0.01734784,3.469568,3.469568,0.05535316
22.30032,0.3496798,0.4322915,-0.01734717,3.469434,3.469434,0.05559709
22.40032,0.3511945,0.4437765,-0.01734649,3.469297,3.469297,0.05584555
22.50032,0.3526783,0.455416,-0.01734579,3.469159,3.469159,0.05609732
22.60033,0.3543349,0.4672095,-0.0173451,3.469021,3.469021,0.05634787
22.70033,0.3558911,0.479162,-0.01734444,3.468888,3.468888,0.05659014
22.80033,0.3574206,0.4912704,-0.01734374,3.468748,3.468748,0.056844
22.90033,0.3590012,0.5035334,-0.01734307,3.468615,3.468615,0.05708749
23.00034,0.3605796,0.5159509,-0.01734239,3.468478,3.468478,0.05733613
23.10034,0.3621716,0.5285275,-0.01734169,3.468338,3.468338,0.05759111
23.20034,0.3636939,0.5412617,-0.01734101,3.468203,3.468203,0.05783613
23.30034,0.3652507,0.5541502,-0.01734032,3.468064,3.468064,0.05808914
23.40034,0.3668481,0.5671951,-0.01733965,3.46793,3.46793,0.05833232
23.50035,0.3683798,0.5803949,-0.01733897,3.467794,3.467794,0.05857947
23.60035,0.3699518,0.5937532,-0.01733829,3.467657,3.467657,0.05882911
23.70035,0.371511,0.6072661,-0.01733761,3.467522,3.467522,0.05907387
23.80035,0.3730804,0.620934,-0.01733693,3.467386,3.467386,0.05932127
23.90036,0.3746468,0.6347556,-0.01733632,3.467264,3.467264,0.05954449
24.00036,0.3761841,0.6487354,-0.01733557,3.467114,3.467114,0.05981604
24.10036,0.3777641,0.6628723,-0.01733486,3.466972,3.466972,0.06007569
24.20036,0.3793119,0.6771665,-0.01733419,3.466838,3.466838,0.06031967
24.30037,0.3808447,0.691616,-0.01733351,3.466703,3.466703,0.06056415
24.40037,0.3824113,0.7062198,-0.01733282,3.466565,3.466565,0.06081601
24.50037,0.3839615,0.7209781,-0.0173322,3.466439,3.466439,0.06104362
24.60037,0.385573,0.7358962,-0.01733145,3.466289,3.466289,0.06131727
24.70037,0.3871101,0.7509705,-0.01733077,3.466153,3.466153,0.06156392
24.80038,0.3875503,0.7661703,-0.0173305,3.466101,3.466101,0.06165985
24.90038,0.3902009,0.7815243,-0.01732949,3.465898,3.465898,0.06202943
25.00038,0.3917794,0.7970619,-0.01732878,3.465757,3.465757,0.06228533
25.10038,0.3933479,0.8127602,-0.01732805,3.46561,3.46561,0.06255265
25.20039,0.3948947,0.8286117,-0.01732738,3.465476,3.465476,0.06279698
25.30039,0.3964793,0.8446178,-0.01732671,3.465343,3.465343,0.06303797
25.40039,0.3980376,0.8607843,-0.017326,3.4652,3.4652,0.06329842
25.50039,0.3996164,0.8771051,-0.01732531,3.465062,3.465062,0.06354862
25.6004,0.4011714,0.8935823,-0.01732465,3.46493,3.46493,0.06379011
25.7004,0.4027298,0.9102163,-0.01732396,3.464792,3.464792,0.06403928
25.8004,0.4042711,0.9270036,-0.01732326,3.464652,3.464652,0.06429487
25.9004,0.4058435,0.9439495,-0.01732259,3.464518,3.464518,0.06453963
26.0004,0.4073536,0.9610498,-0.0173219,3.464381,3.464381,0.06478854
26.10041,0.4089514,0.9783045,-0.01732122,3.464243,3.464243,0.06503844
26.20041,0.4105121,0.9957166,-0.01732055,3.46411,3.46411,0.06528152
26.30041,0.4120751,1.013284,-0.01731985,3.46397,3.46397,0.06553458
26.40041,0.4136218,1.031009,-0.01731918,3.463836,3.463836,0.06577837
26.50042,0.4150351,1.048889,-0.01731849,3.463697,3.463697,0.06603185
26.60042,0.4167178,1.066923,-0.01731781,3.463561,3.463561,0.06627892
26.70042,0.4183119,1.085113,-0.01731713,3.463425,3.463425,0.06652645
26.80042,0.4197872,1.103461,-0.01731646,3.463292,3.463292,0.06676885
26.90042,0.4214204,1.121964,-0.01731577,3.463154,3.463154,0.06701998
27.00043,0.4229501,1.140622,-0.01731507,3.463015,3.463015,0.0672722
27.10043,0.4245012,1.159438,-0.0173144,3.46288,3.46288,0.06751774
27.20043,0.4260856,1.178409,-0.01731371,3.462743,3.462743,0.0677674
27.30043,0.4276475,1.197537,-0.01731304,3.462608,3.462608,0.06801234
27.40044,0.4291785,1.216819,-0.01731237,3.462474,3.462474,0.06825605
27.50044,0.4307312,1.236258,-0.01731167,3.462333,3.462333,0.068512
27.60044,0.4323376,1.25585,-0.01731099,3.462197,3.462197,0.06875972
27.70044,0.4338395,1.275601,-0.01731031,3.462062,3.462062,0.06900535
27.80045,0.4354517,1.295506,-0.01730964,3.461928,3.461928,0.06924931
27.90045,0.4370082,1.315568,-0.01730895,3.461791,3.461791,0.06949984
28.00045,0.4385795,1.335786,-0.01730829,3.461658,3.461658,0.06974165
28.10045,0.4401108,1.356156,-0.01730762,3.461523,3.461523,0.06998575
28.20045,0.4416457,1.376686,-0.0173069,3.46138,3.46138,0.07024683
28.30046,0.4431963,1.39737,-0.01730622,3.461244,3.461244,0.07049306
28.40046,0.4447578,1.418209,-0.01730555,3.46111,3.46111,0.07073776
28.50046,0.4463556,1.439203,-0.01730492,3.460985,3.460985,0.07096564
28.60046,0.4479239,1.460355,-0.01730419,3.460838,3.460838,0.07123192
28.70047,0.4494377,1.481663,-0.01730349,3.460699,3.460699,0.07148575
28.80047,0.4510076,1.503126,-0.01730281,3.460562,3.460562,0.07173336
28.90047,0.4525543,1.524743,-0.01730215,3.46043,3.46043,0.07197382
29.00047,0.4540496,1.546517,-0.01730145,3.46029,3.46029,0.07222905
29.10048,0.4555447,1.568447,-0.01730078,3.460155,3.460155,0.07247442
29.20048,0.4572279,1.590529,-0.0173001,3.46002,3.46002,0.0727196
29.30048,0.4588092,1.61277,-0.01729942,3.459885,3.459885,0.07296554
29.40048,0.4603166,1.635168,-0.01729875,3.45975,3.45975,0.07321157
29.50048,0.4618836,1.65772,-0.01729804,3.459608,3.459608,0.07346931
29.60049,0.4634307,1.680424,-0.01729737,3.459475,3.459475,0.07371227
29.70049,0.4650114,1.703289,-0.01729668,3.459336,3.459336,0.07396365
29.80049,0.4665696,1.726311,-0.017296,3.459199,3.459199,0.07421261
29.90049,0.4681014,1.749487,-0.01729533,3.459066,3.459066,0.07445501
30.0005,0.4690062,1.772811,-0.0172949,3.458981,3.458981,0.07460993
30.1005,0.4712386,1.796275,-0.01729396,3.458793,3.458793,0.07495257
30.2005,0.4728179,1.819917,-0.01729329,3.458658,3.458658,0.07519664
30.3005,0.4743415,1.843716,-0.0172926,3.45852,3.45852,0.07544887
30.40051,0.4759456,1.867669,-0.01729193,3.458385,3.458385,0.07569322
30.50051,0.477473,1.891775,-0.01729134,3.458267,3.458267,0.07590799
30.60051,0.478996,1.91604,-0.01729057,3.458114,3.458114,0.07618719
30.70051,0.4805617,1.940461,-0.01728988,3.457975,3.457975,0.07643989
30.80051,0.4821106,1.965034,-0.01728925,3.45785,3.45785,0.07666819
30.90052,0.4837034,1.989766,-0.0172885,3.457701,3.457701,0.07693823
31.00052,0.4852348,2.014654,-0.01728783,3.457567,3.457567,0.07718239
31.10052,0.4868216,2.039696,-0.01728719,3.457437,3.457437,0.07741825
31.20052,0.4883245,2.064893,-0.01728648,3.457296,3.457296,0.07767477
31.30053,0.4899224,2.090247,-0.01728578,3.457157,3.457157,0.07792782
31.40053,0.4914851,2.115757,-0.01728512,3.457025,3.457025,0.07816871
31.50053,0.4929931,2.141424,-0.01728444,3.456888,3.456888,0.07841675
