Time,Speed,Distance,acceleration,force,torque,rpm
23.60035,5.793371,62.93004,-0.2457663,0.03217602,23.3478,55.32262
23.70035,5.812437,63.48662,-0.2457663,0.0322828,23.3478,55.50468
23.80035,5.840746,64.04564,-0.2457663,0.03248067,23.3478,55.77501
23.90036,5.868075,64.60728,-0.2457663,0.03259751,23.3478,56.03599
24.00036,5.888881,65.17122,-0.2457663,0.03274924,23.3478,56.23467
24.10036,5.916133,65.73749,-0.2457663,0.03285958,23.3478,56.49491
24.20036,5.940944,66.30624,-0.2457663,0.03300374,23.3478,56.73184
24.30037,5.963633,66.87759,-0.2457663,0.03316321,23.3478,56.9485
24.40037,5.990401,67.45144,-0.2457663,0.03327027,23.3478,57.20411
24.50037,6.009326,68.02766,-0.2457663,0.03337187,23.3478,57.38483
24.60037,6.037553,68.60633,-0.2457663,0.03357539,23.3478,57.65438
24.70037,6.06501,69.18729,-0.2457663,0.03369496,23.3478,57.91657
24.80038,6.083644,69.77094,-0.2457663,0.03380482,23.3478,58.09452
24.90038,6.110383,70.35699,-0.2457663,0.03397284,23.3478,58.34986
25.00038,6.133505,70.9456,-0.2457663,0.03407933,23.3478,58.57066
25.10038,6.163354,71.53668,-0.2457663,0.03425709,23.3478,58.85569
25.20039,6.181854,72.13022,-0.2457663,0.03433626,23.3478,59.03235
25.30039,6.211188,72.726,-0.2457663,0.03449432,23.3478,59.31247
25.40039,6.236517,73.32439,-0.2457663,0.03464566,23.3478,59.55435
25.50039,6.261667,73.92513,-0.2457663,0.03478323,23.3478,59.79451
25.6004,6.28142,74.52852,-0.2457663,0.03489218,23.3478,59.98314
25.7004,6.307748,75.1343,-0.2457663,0.03507909,23.3478,60.23455
25.8004,6.335758,75.7426,-0.2457663,0.03520876,23.3478,60.50203
25.9004,6.340533,76.35301,-0.2457663,0.0352439,23.3478,60.54763
26.0004,6.381288,76.96584,-0.2457663,0.03548683,23.3478,60.93681
26.10041,6.401797,77.5814,-0.2457663,0.03555471,23.3478,61.13266
26.20041,6.431307,78.19925,-0.2457663,0.03572445,23.3478,61.41446
26.30041,6.454947,78.81989,-0.2457663,0.03589825,23.3478,61.64021
26.40041,6.48206,79.44287,-0.2457663,0.03600403,23.3478,61.89911
26.50042,6.501501,80.06833,-0.2457663,0.03611401,23.3478,62.08476
26.60042,6.530038,80.69624,-0.2457663,0.03630606,23.3478,62.35727
26.70042,6.555511,81.32641,-0.2457663,0.03642498,23.3478,62.60051
26.80042,6.575174,81.95926,-0.2457663,0.03652417,23.3478,62.78828
26.90042,6.600473,82.59457,-0.2457663,0.03667029,23.3478,63.02988
27.00043,6.625216,83.23219,-0.2457663,0.03677485,23.3478,63.26616
27.10043,6.65252,83.87236,-0.2457663,0.03696282,23.3478,63.52688
27.20043,6.674116,84.51487,-0.2457663,0.03705632,23.3478,63.73311
27.30043,6.701494,85.15988,-0.2457663,0.03723193,23.3478,63.99455
27.40044,6.727686,85.80751,-0.2457663,0.03737811,23.3478,64.24467
27.50044,6.746197,86.4576,-0.2457663,0.03751208,23.3478,64.42143
27.60044,6.773121,87.11002,-0.2457663,0.03763695,23.3478,64.67854
27.70044,6.798416,87.76497,-0.2457663,0.03780939,23.3478,64.92009
27.80045,6.825196,88.42245,-0.2457663,0.03794583,23.3478,65.17582
27.90045,6.85182,89.08244,-0.2457663,0.03806524,23.3478,65.43006
28.00045,6.876011,89.74463,-0.2457663,0.03816715,23.3478,65.66107
28.10045,6.898647,90.40916,-0.2457663,0.03831442,23.3478,65.87722
28.20045,6.92353,91.07632,-0.2457663,0.03846823,23.3478,66.11484
28.30046,6.949817,91.7458,-0.2457663,0.03860866,23.3478,66.36586
28.40046,6.967252,92.41795,-0.2457663,0.03871037,23.3478,66.53235
28.50046,6.9981,93.09234,-0.2457663,0.03888119,23.3478,66.82693
28.60046,7.017294,93.76937,-0.2457663,0.03898212,23.3478,67.01022
28.70047,7.041602,94.4489,-0.2457663,0.03915266,23.3478,67.24234
28.80047,7.066568,95.13087,-0.2457663,0.03926773,23.3478,67.48075
28.90047,7.091533,95.81533,-0.2457663,0.03942628,23.3478,67.71915
29.00047,7.115472,96.50213,-0.2457663,0.03954181,23.3478,67.94775
29.10048,7.143921,97.19129,-0.2457663,0.03968804,23.3478,68.21942
29.20048,7.168269,97.88314,-0.2457663,0.03986077,23.3478,68.45192
29.30048,7.19404,98.57734,-0.2457663,0.03997814,23.3478,68.69802
29.40048,7.220479,99.27401,-0.2457663,0.04011547,23.3478,68.9505
29.50048,7.243173,99.97323,-0.2457663,0.04026054,23.3478,69.16721
29.60049,7.2634,100.675,-0.2457663,0.0403522,23.3478,69.36036
29.70049,7.294184,101.379,-0.2457663,0.04053593,23.3478,69.65433
29.80049,7.313111,102.0857,-0.2457663,0.04063493,23.3478,69.83506
29.90049,7.339796,102.7946,-0.2457663,0.04080157,23.3478,70.08988
30.0005,7.365652,103.5056,-0.2457663,0.04091081,23.3478,70.33679
30.1005,7.391816,104.2193,-0.2457663,0.04107149,23.3478,70.58664
30.2005,7.408475,104.9356,-0.2457663,0.04116491,23.3478,70.74572
30.3005,7.436899,105.6544,-0.2457663,0.041361,23.3478,71.01715
30.40051,7.463778,106.3756,-0.2457663,0.04147098,23.3478,71.27383
30.50051,7.48872,107.0995,-0.2457663,0.04161776,23.3478,71.51201
30.60051,7.513899,107.8257,-0.2457663,0.04174486,23.3478,71.75245
30.70051,7.535022,108.5544,-0.2457663,0.04188335,23.3478,71.95415
30.80051,7.563276,109.2856,-0.2457663,0.04204893,23.3478,72.22397
30.90052,7.586252,110.0192,-0.2457663,0.04218792,23.3478,72.44337
31.00052,7.611764,110.7554,-0.2457663,0.04229812,23.3478,72.68699
31.10052,7.637949,111.4938,-0.2457663,0.04243824,23.3478,72.93703
31.20052,7.657335,112.2348,-0.2457663,0.0425443,23.3478,73.12216
31.30053,7.684265,112.9781,-0.2457663,0.04269809,23.3478,73.37933
31.40053,7.707593,113.724,-0.2457663,0.04283784,23.3478,73.60209
31.50053,7.734516,114.4724,-0.2457663,0.04297683,23.3478,73.85918
31.60053,7.757188,115.2233,-0.2457663,0.04313935,23.3478,74.07568
31.70053,7.77931,115.9764,-0.2457663,0.04320585,23.3478,74.28694
31.80054,7.809187,116.732,-0.2457663,0.04338747,23.3478,74.57224
31.90054,7.830224,117.49,-0.2457663,0.04349678,23.3478,74.77313
32.00054,7.851376,118.2505,-0.2457663,0.04360757,23.3478,74.97511
32.10054,7.878435,119.0133,-0.2457663,0.04377576,23.3478,75.23351
32.20055,7.908287,119.7786,-0.2457663,0.04394471,23.3478,75.51857
32.30055,7.927969,120.5467,-0.2457663,0.04404757,23.3478,75.70653
32.40055,7.954498,121.3172,-0.2457663,0.0442399,23.3478,75.95986
32.50055,7.976362,122.09,-0.2457663,0.04432236,23.3478,76.16865
32.60056,8.003164,122.8653,-0.2457663,0.04451219,23.3478,76.42459
32.70056,8.030375,123.643,-0.2457663,0.0446258,23.3478,76.68443
32.80056,8.053013,124.4232,-0.2457663,0.04477921,23.3478,76.9006
32.90056,8.080177,125.2058,-0.2457663,0.04489736,23.3478,77.16
33.00056,8.098818,125.9911,-0.2457663,0.04500197,23.3478,77.33801
33.10057,8.12824,126.7788,-0.2457663,0.0451652,23.3478,77.61897
33.20057,8.1532,127.5689,-0.2457663,0.04531231,23.3478,77.85732
33.30057,8.174346,128.3615,-0.2457663,0.04544055,23.3478,78.05925
33.40057,8.202617,129.1566,-0.2457663,0.04560653,23.3478,78.32922
33.50058,8.226386,129.9542,-0.2457663,0.0457381,23.3478,78.5562
33.60058,8.251727,130.7542,-0.2457663,0.04586025,23.3478,78.79819
33.70058,8.277011,131.5565,-0.2457663,0.04599371,23.3478,79.03963
33.80058,8.296985,132.3614,-0.2457663,0.04610273,23.3478,79.23036
33.90059,8.324499,133.1688,-0.2457663,0.04625698,23.3478,79.49311
34.00059,8.346826,133.9787,-0.2457663,0.04639636,23.3478,79.70631
34.10059,8.374669,134.7908,-0.2457663,0.04654167,23.3478,79.9722
34.20059,8.396366,135.6054,-0.2457663,0.04669562,23.3478,80.17939
34.30059,8.424092,136.4224,-0.2457663,0.04680559,23.3478,80.44415
34.4006,8.449234,137.2421,-0.2457663,0.04696131,23.3478,80.68424
34.5006,8.470732,138.0642,-0.2457663,0.04708866,23.3478,80.88953
34.6006,8.497042,138.8887,-0.2457663,0.04721615,23.3478,81.14077
