Time,Speed,Distance,acceleration,force,torque,rpm,power,efficency,EnergyIn,EnergyUseful,EnergyLost
7.979993,11.17255,51.98832,-0.7818444,0.3724618,98.42103,639.3928,1098.33,0.2120307,342324.2,66001,0
7.999993,11.20094,52.20706,-0.7794411,0.3728969,98.3085,640.1398,1098.356,0.2122784,343154,66189.52,0
8.019994,11.21564,52.42637,-0.7782232,0.3738448,98.06403,641.7668,1098.41,0.2128179,343983.4,66286.99,0
8.039994,11.22879,52.64598,-0.7756324,0.3743353,97.93785,642.6089,1098.436,0.2130972,344812.6,66374.35,0
8.059995,11.24151,52.86584,-0.7742887,0.374774,97.82519,643.3621,1098.458,0.213347,345640,66458.97,0
8.079995,11.26611,53.08597,-0.7730724,0.3751988,97.71631,644.0912,1098.479,0.2135887,347293.8,66622.59,0
8.099996,11.27605,53.30658,-0.7719125,0.3760196,97.5064,645.5004,1098.518,0.214056,348121.3,66688.72,0
8.119996,11.2896,53.52739,-0.7696911,0.3763516,97.42168,646.0703,1098.532,0.214245,348948.2,66778.98,0
8.139997,11.3021,53.74848,-0.7687833,0.3768039,97.30645,646.8467,1098.551,0.2145025,349773.7,66862.25,0
8.159997,11.32802,53.96981,-0.7675393,0.377221,97.20036,647.5628,1098.568,0.21474,351424.5,67034.99,0
8.179997,11.32802,54.19166,-0.7675393,0.377221,97.20036,647.5628,1098.568,0.21474,351424.5,67034.99,0
8.199998,11.34913,54.41351,-0.7664078,0.3780861,96.98087,649.0478,1098.601,0.2152324,352250.5,67175.56,0
8.219998,11.3755,54.63579,-0.7640555,0.3787905,96.8027,650.2571,1098.626,0.2156334,353903.2,67351.44,0
8.239999,11.3857,54.85859,-0.7621651,0.3796709,96.58069,651.7683,1098.654,0.2161345,354728.8,67419.45,0
8.259999,11.39751,55.08159,-0.759816,0.3800112,96.49506,652.3525,1098.664,0.2163283,355553.2,67498.39,0
8.28,11.42081,55.30483,-0.7588859,0.3804054,96.39602,653.0293,1098.675,0.2165527,357198.6,67654.15,0
8.3,11.42945,55.52854,-0.75783,0.381183,96.2011,654.3641,1098.694,0.2169954,358022,67711.89,0
8.320001,11.44293,55.75242,-0.7557678,0.3814715,96.12894,654.8594,1098.701,0.2171596,358844.8,67802.1,0
8.340001,11.46661,55.97657,-0.7549769,0.3819212,96.01659,655.6314,1098.711,0.2174156,360488,67960.61,0
8.360002,11.47844,56.2012,-0.7537808,0.3827116,95.81963,656.9882,1098.726,0.2178655,361310.4,68039.78,0
8.380002,11.49225,56.42606,-0.7516932,0.3831066,95.72141,657.6663,1098.733,0.2180904,362132.4,68132.33,0
8.400002,11.49225,56.6512,-0.7516932,0.3831066,95.72141,657.6663,1098.733,0.2180904,362132.4,68132.33,0
8.420003,11.51701,56.87633,-0.7506426,0.3835674,95.60701,658.4574,1098.74,0.2183527,362953,68298.3,0
8.440003,11.53061,57.10196,-0.7494085,0.3843938,95.40239,659.8759,1098.75,0.2188231,363774.3,68389.43,0
8.460004,11.55642,57.32787,-0.7472225,0.3848477,95.29025,660.6552,1098.755,0.2190816,365416.1,68562.66,0
8.480004,11.56642,57.55429,-0.7460263,0.3857091,95.078,662.134,1098.761,0.219572,366236.5,68629.77,0
8.500005,11.57891,57.78091,-0.7437799,0.3860431,94.9959,662.7073,1098.763,0.2197621,367056.2,68713.67,0
8.520005,11.5913,58.00777,-0.7429005,0.3864596,94.89364,663.4224,1098.764,0.2199992,367874.4,68797.02,0
8.540006,11.60387,58.23489,-0.741809,0.3868734,94.79224,664.1326,1098.765,0.2202347,368692.4,68881.54,0
8.560006,11.62844,58.46226,-0.7407112,0.3872929,94.6896,664.8527,1098.766,0.2204735,370327.9,69046.82,0
8.580007,11.63867,58.69012,-0.7396158,0.3881128,94.48943,666.2603,1098.764,0.2209403,371146.2,69115.64,0
8.600007,11.66003,58.91818,-0.7374962,0.3884544,94.4062,666.8467,1098.763,0.2211347,371964,69259.57,0
8.620008,11.66003,59.14668,-0.7374962,0.3884544,94.4062,666.8467,1098.763,0.2211347,371964,69259.57,0
8.640008,11.67532,59.37517,-0.7365939,0.3891674,94.23287,668.0707,1098.759,0.2215406,372780.9,69362.47,0
8.660008,11.70213,59.60397,-0.7347314,0.3896775,94.10916,668.9464,1098.754,0.221831,374414.9,69543.2,0
8.680009,11.71143,59.8333,-0.7334154,0.3905724,93.89271,670.4825,1098.745,0.2223404,375231.7,69605.88,0
8.700009,11.72372,60.06282,-0.7311255,0.3908828,93.81779,671.0154,1098.74,0.2225171,376047.7,69688.88,0
8.72001,11.74719,60.29258,-0.7303075,0.391293,93.71893,671.7196,1098.734,0.2227506,377676.3,69847.41,0
8.74001,11.75689,60.52282,-0.7292522,0.3920764,93.53057,673.0645,1098.722,0.2231966,378491.3,69912.86,0
8.760011,11.76942,60.75325,-0.7272574,0.3924,93.4529,673.62,1098.715,0.2233808,379305.8,69997.62,0
8.780011,11.7825,60.98393,-0.7264242,0.3928183,93.35267,674.3381,1098.707,0.223619,380118.9,70086.09,0
8.800012,11.79541,61.21487,-0.725353,0.3932549,93.24823,675.0875,1098.697,0.2238675,380932.1,70173.44,0
8.820012,11.80845,61.44607,-0.7242377,0.3936857,93.14532,675.8271,1098.687,0.2241128,381744.9,70261.73,0
8.840013,11.8225,61.67753,-0.7231382,0.3941211,93.04153,676.5745,1098.677,0.2243606,382557.3,70356.82,0
8.860013,11.84671,61.90928,-0.7220118,0.3945898,92.92996,677.3791,1098.664,0.2246274,384181.7,70520.85,0
8.880013,11.85669,62.1415,-0.7208236,0.3953979,92.73807,678.7664,1098.641,0.2250874,384994.3,70588.41,0
8.900014,11.8685,62.37392,-0.7187912,0.3957309,92.65916,679.3381,1098.631,0.2252771,385806.2,70668.55,0
8.920014,11.89224,62.60659,-0.7179317,0.3961251,92.56587,680.0148,1098.618,0.2255014,387427.1,70829.69,0
8.940015,11.90215,62.83972,-0.7169341,0.3969177,92.37874,681.3754,1098.591,0.2259526,388238.2,70896.88,0
8.960015,11.91416,63.07306,-0.7149519,0.3972484,92.30083,681.9431,1098.579,0.2261409,389048.8,70978.44,0
8.980016,11.92725,63.30663,-0.7141168,0.397649,92.20657,682.6309,1098.563,0.2263689,389858.1,71067.44,0
9.000016,11.93896,63.54047,-0.7131082,0.3980861,92.10392,683.3812,1098.547,0.2266178,390667.2,71147.03,0
9.020017,11.96258,63.77454,-0.7119979,0.3984769,92.01226,684.052,1098.531,0.2268402,392284.8,71307.69,0
9.040017,11.97814,64.00908,-0.7110184,0.3992653,91.82776,685.4054,1098.497,0.227289,393094,71413.46,0
9.060018,11.98991,64.24393,-0.7090567,0.3997847,91.70654,686.297,1098.474,0.2275847,393903.1,71493.57,0
9.080018,12.00215,64.47903,-0.7077659,0.4001774,91.61501,686.9712,1098.456,0.2278083,394710.8,71576.93,0
9.100019,12.01415,64.71436,-0.7067869,0.4005858,91.51999,687.6722,1098.436,0.2280408,395517.8,71658.77,0
9.120019,12.02763,64.94994,-0.7057714,0.4009866,91.42687,688.3603,1098.417,0.2282689,396324.4,71750.67,0
9.140019,12.03876,65.18578,-0.7047743,0.4014365,91.32252,689.1326,1098.394,0.228525,397130.9,71826.55,0
9.16002,12.05121,65.42185,-0.7036617,0.4018078,91.2365,689.7701,1098.374,0.2287364,397936.9,71911.53,0
9.18002,12.07477,65.65816,-0.702725,0.4022235,91.14039,690.4836,1098.352,0.228973,399548.1,72072.32,0
9.200021,12.08511,65.89495,-0.7016988,0.4030097,90.95898,691.8333,1098.309,0.2294206,400354.2,72142.86,0
9.220021,12.09581,66.13194,-0.6997761,0.4033547,90.87953,692.4256,1098.289,0.229617,401159.8,72215.99,0
9.240022,12.10839,66.36915,-0.6989262,0.4037118,90.79742,693.0386,1098.268,0.2298203,401963.9,72302.02,0
9.260022,12.12303,66.60661,-0.6980458,0.4041318,90.70099,693.7595,1098.243,0.2300594,402767.9,72402.18,0
9.280023,12.14653,66.84436,-0.6969978,0.4046206,90.58896,694.5986,1098.213,0.2303376,404375.8,72562.91,0
9.300023,12.15493,67.08258,-0.6958028,0.4054047,90.40962,695.9448,1098.163,0.230784,405180.1,72620.33,0
9.320024,12.16594,67.32097,-0.6939044,0.405685,90.34566,696.4259,1098.145,0.2309436,405983.5,72695.8,0
9.340024,12.17753,67.55958,-0.693217,0.4060526,90.26189,697.0569,1098.121,0.2311528,406785.5,72775.21,0
9.360024,12.20032,67.79842,-0.6923057,0.4064394,90.17384,697.7209,1098.094,0.231373,408389.5,72931.47,0
9.380025,12.20884,68.03771,-0.6913642,0.4072002,90.00103,699.0269,1098.042,0.2318061,409191.9,72989.86,0
9.400025,12.22026,68.27718,-0.6895342,0.4074846,89.93655,699.5152,1098.021,0.231968,409993.8,73068.24,0
9.420026,12.2419,68.51688,-0.688827,0.4078657,89.85027,700.1694,1097.994,0.232185,411594.8,73216.78,0
9.440026,12.25294,68.757,-0.6879048,0.4085878,89.6871,701.4091,1097.94,0.2325961,412395.8,73292.53,0
9.460027,12.25294,68.99735,-0.6879048,0.4085878,89.6871,701.4091,1097.94,0.2325961,412395.8,73292.53,0
9.480027,12.27571,69.2377,-0.686173,0.4089563,89.60402,702.0416,1097.912,0.2328058,413196.6,73449.08,0
9.500028,12.29494,69.47851,-0.6852691,0.4097165,89.43297,703.3467,1097.854,0.2332386,413996.8,73581.17,0
9.520028,12.30571,69.7197,-0.6834436,0.4103583,89.28893,704.4484,1097.802,0.233604,414797.2,73655.16,0
9.540029,12.32606,69.9611,-0.6818995,0.4107174,89.20847,705.0649,1097.773,0.2338084,416395.2,73795.31,0
9.560029,12.33453,70.20291,-0.6810402,0.4113968,89.05658,706.2311,1097.717,0.2341951,417193.7,73853.64,0
9.580029,12.34535,70.44489,-0.6794303,0.4116796,88.99348,706.7167,1097.693,0.2343561,417991.7,73928.22,0
9.60003,12.3648,70.68709,-0.6787396,0.4120407,88.91296,707.3365,1097.662,0.2345617,419585.4,74062.3,0
9.62003,12.37416,70.92967,-0.6778792,0.4126897,88.76855,708.4507,1097.605,0.2349312,420382.7,74126.86,0
9.640031,12.38593,71.17245,-0.6763469,0.4130024,88.69912,708.9874,1097.578,0.2351091,421179.5,74208.04,0
9.660031,12.39771,71.41546,-0.6756006,0.4133949,88.61206,709.6613,1097.542,0.2353326,421975.4,74289.42,0
9.680032,12.41403,71.65871,-0.6746689,0.4137883,88.52492,710.3367,1097.507,0.2355566,422771.1,74402.11,0
9.700032,12.42499,71.90228,-0.6737303,0.414333,88.4045,711.2716,1097.456,0.2358666,423566.8,74477.82,0
9.720033,12.44641,72.14606,-0.6724358,0.4146989,88.32373,711.8997,1097.422,0.2360749,425157.3,74625.88,0
9.740033,12.4538,72.39028,-0.6715702,0.4154136,88.16628,713.1268,1097.354,0.2364818,425952.3,74676.91,0
9.760034,12.47023,72.63465,-0.6698929,0.4156601,88.11208,713.5499,1097.33,0.2366221,427541.4,74790.66,0
9.780034,12.48022,72.87935,-0.669311,0.4162085,87.99166,714.4913,1097.276,0.2369343,428335,74859.83,0
9.800035,12.49005,73.12424,-0.6680304,0.4165422,87.91853,715.0641,1097.243,0.2371242,429128.6,74927.91,0
9.820035,12.51211,73.36934,-0.6672316,0.4168702,87.8467,715.6272,1097.21,0.2373109,430713.9,75080.77,0
9.840035,12.5224,73.61488,-0.6664625,0.4176065,87.68581,716.8912,1097.135,0.2377301,431507,75152.02,0
9.860036,12.53378,73.86062,-0.6647553,0.4179499,87.61091,717.4807,1097.099,0.2379256,432299.8,75230.98,0
9.880036,12.55435,74.10658,-0.6639519,0.4183298,87.52818,718.1328,1097.059,0.2381419,433091.3,75373.65,0
9.900037,12.56521,74.35296,-0.663054,0.4190161,87.37898,719.311,1096.986,0.2385326,433883.2,75449.02,0
9.920037,12.57634,74.59956,-0.6614691,0.4193788,87.30032,719.9336,1096.947,0.238739,434674.7,75526.34,0
9.940038,12.5876,74.84637,-0.6606263,0.4197503,87.21982,720.5714,1096.906,0.2389505,435465,75604.55,0
9.960038,12.59831,75.09341,-0.6597641,0.420126,87.13853,721.2163,1096.865,0.2391644,436255,75679,0
9.980039,12.62059,75.34068,-0.6588794,0.4204835,87.0613,721.83,1096.825,0.2393679,437834.2,75833.95,0
10.00004,12.62729,75.58838,-0.6580517,0.4212271,86.90096,723.1064,1096.741,0.2397912,438624.2,75880.49,0
10.02004,12.6385,75.83621,-0.6563549,0.4214506,86.85284,723.4902,1096.716,0.2399185,439413.6,75958.58,0
10.04004,12.65003,76.08427,-0.6558336,0.4218248,86.77239,724.1326,1096.673,0.2401315,440201.7,76038.91,0
10.06004,12.66294,76.33257,-0.6549714,0.4222099,86.68972,724.7936,1096.628,0.2403507,440989.8,76128.79,0
10.08004,12.6736,76.58112,-0.6540839,0.4226405,86.5974,725.5328,1096.577,0.2405958,441777.7,76203.08,0
10.10004,12.69863,76.82988,-0.6530804,0.4229963,86.52121,726.1437,1096.535,0.2407984,443352.7,76377.6,0
10.12004,12.70648,77.07915,-0.6522625,0.4238317,86.34276,727.5778,1096.434,0.2412739,444140.6,76432.3,0
10.14004,12.71789,77.32857,-0.6503735,0.4240937,86.2869,728.0275,1096.403,0.2414231,444927.9,76512.01,0
10.16004,12.72991,77.57822,-0.6497703,0.4244747,86.20577,728.6816,1096.356,0.24164,445713.7,76595.91,0
10.18004,12.74275,77.82811,-0.6489002,0.4248757,86.12051,729.37,1096.306,0.2418683,446499.5,76685.6,0
10.20004,12.75504,78.07825,-0.6479855,0.4253043,86.02953,730.1057,1096.253,0.2421122,447285,76771.52,0
10.22004,12.76682,78.32864,-0.6470113,0.4257147,85.94252,730.8102,1096.201,0.2423459,448070.2,76853.87,0
10.24004,12.78937,78.57927,-0.6460658,0.4261078,85.85931,731.4851,1096.151,0.2425696,449639.6,77011.57,0
10.26005,12.7991,78.83035,-0.6451734,0.4268603,85.70036,732.7769,1096.054,0.242998,450424.6,77079.56,0
10.28005,12.80993,79.08162,-0.6434872,0.4271849,85.63193,733.3342,1096.011,0.2431828,451209.1,77155.41,0
10.30005,12.82482,79.33311,-0.6427522,0.4275464,85.55582,733.9547,1095.964,0.2433886,451992.2,77259.77,0
10.32005,12.83547,79.58489,-0.6419309,0.4280436,85.4513,734.8082,1095.898,0.2436716,452775.3,77334.4,0
10.34005,12.84597,79.83689,-0.6408164,0.4283991,85.37669,735.4185,1095.85,0.243874,453558,77407.98,0
10.36005,12.8576,80.0891,-0.6400167,0.4287493,85.30327,736.0197,1095.803,0.2440734,454340,77489.55,0
10.38005,12.86969,80.34155,-0.6392282,0.4291375,85.22201,736.686,1095.75,0.2442944,455121.8,77574.38,0
10.40005,12.88535,80.59423,-0.6383565,0.429541,85.13766,737.3787,1095.695,0.244524,455903.3,77684.3,0
10.42005,12.89586,80.84723,-0.6374474,0.4300636,85.02859,738.2759,1095.623,0.2448215,456684.7,77758.13,0
10.44005,12.91685,81.10044,-0.6362707,0.4304146,84.95545,738.8784,1095.574,0.2450214,458246.6,77905.63,0
10.46005,12.92503,81.35407,-0.6354866,0.4311152,84.80977,740.0811,1095.475,0.2454202,459027.4,77963.08,0
10.48005,12.93541,81.60786,-0.633942,0.4313882,84.75309,740.5497,1095.436,0.2455756,459807.7,78036.09,0
10.50005,12.94566,81.86186,-0.6333312,0.4317345,84.68127,741.1442,1095.387,0.2457727,460586.7,78108.23,0
10.52005,12.95831,82.11607,-0.6325613,0.4320766,84.61044,741.7314,1095.338,0.2459675,461365.6,78197.3,0
10.54005,12.9794,82.37052,-0.631783,0.4324989,84.52308,742.4565,1095.276,0.2462079,462923.1,78345.82,0
10.56005,12.98804,82.6254,-0.6308501,0.4332029,84.37778,743.665,1095.173,0.2466087,463702.1,78406.66,0
10.58005,12.99831,82.88046,-0.6293088,0.4334913,84.31835,744.1602,1095.13,0.2467728,464480.5,78479.03,0
10.60005,13.00904,83.13571,-0.6286692,0.4338339,84.24787,744.7482,1095.08,0.2469679,465257.6,78554.72,0
10.62005,13.03027,83.39118,-0.6278981,0.434192,84.17426,745.363,1095.026,0.2471717,466811.4,78704.49,0
10.64005,13.03852,83.64708,-0.6271086,0.4349006,84.02892,746.5793,1094.919,0.2475751,467588.7,78762.66,0
10.66005,13.04933,83.90314,-0.6255674,0.4351759,83.97255,747.0519,1094.877,0.2477318,468365.5,78839.07,0
10.68005,13.05993,84.15942,-0.6249592,0.4355368,83.89872,747.6715,1094.822,0.2479372,469141,78913.94,0
10.70006,13.08079,84.41591,-0.6241527,0.4358905,83.82647,748.2786,1094.767,0.2481386,470691.7,79061.41,0
10.72006,13.08079,84.67281,-0.6241527,0.4358905,83.82647,748.2786,1094.767,0.2481386,470691.7,79061.41,0
10.74006,13.09648,84.92972,-0.6233783,0.4365868,83.68452,749.4739,1094.659,0.248535,471467.3,79172.27,0
10.76006,13.11853,85.18694,-0.6218464,0.4371105,83.57796,750.3729,1094.577,0.2488331,473018.5,79328.26,0
10.78006,13.12656,85.4446,-0.6207104,0.4378465,83.42858,751.6365,1094.46,0.2492521,473793.5,79385.05,0
10.80006,13.13689,85.70242,-0.6191269,0.4381144,83.37429,752.0964,1094.418,0.2494046,474567.5,79458.26,0
10.82006,13.14746,85.96044,-0.6185411,0.4384592,83.30452,752.6882,1094.362,0.2496009,475340.2,79533.17,0
10.84006,13.15844,86.21868,-0.6177921,0.4388119,83.23322,753.2938,1094.305,0.2498017,476112.8,79611.02,0
10.86006,13.18024,86.47714,-0.6170101,0.4391783,83.15926,753.9228,1094.246,0.2500103,477657.3,79765.68,0
10.88006,13.18806,86.73604,-0.6162176,0.4399059,83.01266,755.1719,1094.126,0.2504245,478429.9,79821.13,0
10.90006,13.1976,86.99509,-0.6146635,0.440167,82.96015,755.6201,1094.083,0.2505731,479201.9,79888.89,0
10.92006,13.20751,87.25434,-0.6140976,0.4404854,82.89619,756.1666,1094.031,0.2507544,479972.6,79959.3,0
10.94006,13.22131,87.51378,-0.6134105,0.4408161,82.82981,756.7344,1093.975,0.2509426,480743.1,80057.43,0
10.96006,13.24143,87.7735,-0.6126787,0.441277,82.73746,757.5255,1093.898,0.2512049,482284.1,80200.38,0
10.98006,13.2491,88.03362,-0.6116925,0.4419482,82.60323,758.6778,1093.784,0.2515871,483054.8,80254.89,0
11.00006,13.25939,88.29389,-0.6102688,0.4422043,82.55212,759.1173,1093.741,0.2517328,483824.7,80328.2,0
11.02006,13.26992,88.55437,-0.6097164,0.4425479,82.48358,759.7072,1093.682,0.2519284,484593.4,80403.13,0
11.04006,13.29072,88.81506,-0.6089656,0.4428991,82.41362,760.3102,1093.622,0.2521284,486130.7,80551.33,0
11.06006,13.29878,89.07617,-0.6082148,0.4435936,82.27554,761.5024,1093.502,0.2525238,486899.6,80608.66,0
11.08006,13.30873,89.33744,-0.6067501,0.4438624,82.2222,761.9638,1093.455,0.2526768,487668,80679.68,0
11.10006,13.31992,89.59891,-0.6061746,0.4441947,82.15631,762.5343,1093.396,0.2528659,488435.1,80759.43,0
11.12006,13.33177,89.8606,-0.6054654,0.4445679,82.08241,763.1749,1093.331,0.2530784,489202.2,80843.98,0
11.14007,13.34567,90.12252,-0.6046709,0.4449634,82.00422,763.8539,1093.261,0.2533036,489969,80943.21,0
11.16007,13.35795,90.38473,-0.6038283,0.4454274,81.91261,764.6504,1093.178,0.2535677,490735.6,81030.87,0
11.18007,13.36781,90.64718,-0.6028467,0.4458372,81.83182,765.3539,1093.105,0.253801,491501.9,81101.31,0
11.20007,13.37857,90.90983,-0.6019824,0.4461663,81.76704,765.9189,1093.046,0.2539883,492267.5,81178.29,0
11.22007,13.39123,91.17269,-0.6012853,0.4465257,81.69637,766.5358,1092.981,0.2541929,493032.6,81268.76,0
11.24007,13.41113,91.43581,-0.6005087,0.446948,81.61346,767.2607,1092.904,0.2544333,494562.4,81411.16,0
11.26007,13.41815,91.69932,-0.5996228,0.4476124,81.48323,768.4014,1092.783,0.2548116,495327.5,81461.32,0
11.28007,13.42795,91.96297,-0.5982421,0.4478465,81.43743,768.8032,1092.74,0.2549448,496091.9,81531.55,0
11.30007,13.43747,92.22682,-0.5977461,0.4481737,81.37348,769.3649,1092.679,0.2551311,496855,81599.77,0
11.32007,13.45357,92.49086,-0.5970595,0.4484915,81.31144,769.9103,1092.62,0.255312,497618.1,81715.16,0
11.34007,13.46534,92.75523,-0.5963837,0.4490288,81.20668,770.8328,1092.52,0.2556178,498381.2,81799.54,0
11.36007,13.47573,93.01982,-0.5952643,0.4494218,81.13021,771.5074,1092.446,0.2558416,499144.1,81874.06,0
11.38007,13.48499,93.28463,-0.5944446,0.4497685,81.0628,772.1027,1092.381,0.2560389,499906.2,81940.47,0
11.40007,13.50662,93.54962,-0.5937072,0.4500773,81.00285,772.6328,1092.322,0.2562147,501429.2,82095.82,0
11.42007,13.51477,93.81505,-0.5930601,0.4507994,80.86292,773.8724,1092.185,0.2566258,502191,82154.27,0
11.44007,13.52483,94.08064,-0.5915756,0.4510713,80.81032,774.3391,1092.133,0.2567806,502952.5,82226.66,0
11.46007,13.53572,94.34642,-0.5910075,0.4514073,80.7454,774.9159,1092.068,0.2569718,503712.6,82304.95,0
11.48007,13.54608,94.61243,-0.5903087,0.4517707,80.67526,775.5397,1091.998,0.2571787,504472.5,82379.42,0
11.50007,13.55758,94.87864,-0.5895556,0.4521163,80.60864,776.133,1091.931,0.2573754,505232.2,82462.23,0
11.52007,13.56766,95.14508,-0.5888379,0.4525003,80.53472,776.7922,1091.856,0.257594,505991.5,82534.78,0
11.54007,13.58893,95.41173,-0.5880307,0.4528368,80.47005,777.3698,1091.79,0.2577856,507509.5,82687.93,0
11.56007,13.59627,95.67879,-0.5873343,0.4535465,80.33385,778.5881,1091.651,0.2581896,508268.6,82740.79,0
11.58008,13.60672,95.94601,-0.5858901,0.4537915,80.28688,779.0088,1091.602,0.2583291,509027.2,82816.15,0
11.60008,13.61632,96.21344,-0.5853807,0.4541402,80.22015,779.6074,1091.533,0.2585276,509784.6,82885.41,0
11.62008,13.63511,96.48106,-0.5846514,0.4544608,80.15887,780.1577,1091.469,0.2587101,511299,83021.02,0
11.64008,13.64306,96.74905,-0.5839926,0.455088,80.03918,781.2344,1091.343,0.2590671,512056.3,83078.38,0
11.66008,13.65317,97.0172,-0.5827213,0.4553533,79.98862,781.6899,1091.29,0.2592182,512813.2,83151.39,0
11.68008,13.66277,97.28555,-0.5821745,0.4556907,79.92441,782.269,1091.222,0.2594102,513569,83220.76,0
11.70008,13.67352,97.5541,-0.5814848,0.4560111,79.86348,782.8191,1091.156,0.2595926,514324.7,83298.45,0
11.72008,13.69399,97.82286,-0.5808134,0.4563698,79.79538,783.4349,1091.084,0.2597969,515835.4,83446.49,0
11.74008,13.70235,98.09203,-0.5800816,0.4570532,79.66586,784.6079,1090.944,0.2601858,516591,83506.89,0
11.76008,13.71431,98.36137,-0.5787063,0.457332,79.61309,785.0867,1090.886,0.2603446,517346.1,83593.52,0
11.78008,13.7239,98.63095,-0.5781335,0.4577313,79.53764,785.7721,1090.804,0.2605719,518100,83662.98,0
11.80008,13.73404,98.90072,-0.5773254,0.4580515,79.47719,786.3218,1090.737,0.2607542,518853.8,83736.42,0
11.82008,13.7446,99.17069,-0.5766745,0.4583898,79.41341,786.9025,1090.667,0.2609468,519607,83812.95,0
11.84008,13.75446,99.44087,-0.5759878,0.4587422,79.34705,787.5075,1090.593,0.2611474,520360,83884.45,0
11.86008,13.77468,99.71125,-0.5752596,0.4590714,79.28513,788.0725,1090.524,0.2613347,521865.3,84031.15,0
11.88008,13.78234,99.98203,-0.574594,0.4597463,79.15841,789.2312,1090.382,0.261719,522618.1,84086.66,0
11.90008,13.79299,100.253,-0.5732489,0.4600019,79.1105,789.6699,1090.328,0.2618645,523370.4,84164.01,0
11.92008,13.8026,100.5241,-0.5727292,0.4603573,79.04395,790.28,1090.252,0.2620668,524121.6,84233.82,0
11.94008,13.81302,100.7955,-0.5720147,0.4606781,78.98397,790.8307,1090.184,0.2622494,524872.6,84309.55,0
11.96008,13.82363,101.067,-0.5713682,0.4610259,78.91899,791.4277,1090.11,0.2624474,525623.2,84386.68,0
11.98008,13.83664,101.3388,-0.5706688,0.46138,78.85292,792.0356,1090.034,0.262649,526373.6,84481.26,0
12.00008,13.84648,101.6108,-0.5699543,0.461814,78.77206,792.7808,1089.94,0.2628961,527123.7,84552.9,0
12.02009,13.86668,101.883,-0.5690743,0.4621428,78.71088,793.3451,1089.869,0.2630832,528623.2,84699.91,0
12.04009,13.87356,102.1556,-0.5684153,0.4628168,78.58569,794.5021,1089.722,0.2634669,529372.9,84750,0
12.06009,13.88365,102.4284,-0.5670875,0.4630466,78.54308,794.8966,1089.672,0.2635977,530122.1,84823.54,0
12.08009,13.89335,102.7014,-0.5666242,0.4633833,78.48069,795.4746,1089.599,0.2637894,530870,84894.2,0
12.10009,13.9117,102.9745,-0.5659394,0.4637068,78.42081,796.03,1089.527,0.2639735,532365.8,85028.03,0
12.12009,13.91918,103.2481,-0.5652962,0.4643193,78.30766,797.0814,1089.392,0.2643222,533113.7,85082.6,0
12.14009,13.9289,103.5217,-0.5640941,0.4645691,78.26158,797.5103,1089.337,0.2644644,533861.2,85153.59,0
12.16009,13.9377,103.7956,-0.5635949,0.4648936,78.20177,798.0674,1089.265,0.2646492,534607.6,85217.81,0
12.18009,13.94909,104.0696,-0.5629523,0.4651871,78.14774,798.5712,1089.2,0.2648163,535353.9,85301.06,0
12.20009,13.95832,104.3439,-0.562367,0.4655674,78.0778,799.2241,1089.114,0.2650327,536099.9,85368.52,0
12.22009,13.97364,104.6184,-0.5616171,0.4658755,78.02122,799.7529,1089.045,0.2652081,536845.6,85480.55,0
12.24009,13.98279,104.8932,-0.5609991,0.4663869,77.92744,800.6309,1088.93,0.2654992,537591.2,85547.39,0
12.26009,13.99306,105.1681,-0.5599984,0.466692,77.87155,801.1547,1088.861,0.265673,538336.4,85622.54,0
12.28009,14.01212,105.4433,-0.5593815,0.4670347,77.80886,801.7429,1088.784,0.2658681,539825.3,85762.11,0
12.30009,14.01939,105.7188,-0.558707,0.467671,77.69266,802.8353,1088.639,0.2662303,540569.9,85815.29,0
12.32009,14.02819,105.9945,-0.5574731,0.4679136,77.64844,803.2516,1088.583,0.2663684,541314,85879.86,0
12.34009,14.03787,106.2703,-0.5569946,0.4682075,77.59488,803.7563,1088.516,0.2665357,542056.9,85950.81,0
12.36009,14.04852,106.5464,-0.5564166,0.4685305,77.5361,804.3107,1088.442,0.2667195,542799.8,86028.88,0
12.38009,14.05954,106.8226,-0.5557821,0.4688858,77.47152,804.9207,1088.36,0.2669218,543542.4,86109.75,0
12.40009,14.07059,107.0991,-0.555086,0.4692537,77.40474,805.5522,1088.275,0.2671312,544284.7,86190.88,0
12.42009,14.09012,107.3758,-0.5543667,0.4696226,77.33784,806.1855,1088.189,0.2673413,545026.7,86334.26,0
12.44009,14.0989,107.6529,-0.5536336,0.4702744,77.21989,807.3043,1088.037,0.2677122,545768.8,86398.73,0
12.4601,14.10895,107.9302,-0.552379,0.4705676,77.16692,807.8076,1087.969,0.2678792,546510.3,86472.62,0
12.4801,14.11791,108.2076,-0.5518064,0.4709029,77.10638,808.3834,1087.89,0.2680701,547250.7,86538.49,0
12.5001,14.1271,108.4853,-0.5511558,0.4712019,77.05248,808.8966,1087.82,0.2682403,547990.8,86606.1,0
12.5201,14.14607,108.7631,-0.5505603,0.4715086,76.99725,809.423,1087.748,0.2684148,549470.1,86745.75,0
12.5401,14.15482,109.0413,-0.5499651,0.4721418,76.88338,810.5101,1087.598,0.2687753,550210,86810.13,0
12.5601,14.16428,109.3197,-0.5487536,0.472434,76.83094,811.0116,1087.528,0.2689416,550949.6,86879.85,0
12.5801,14.17435,109.5983,-0.5481874,0.4727497,76.77431,811.5536,1087.453,0.2691214,551688,86954.04,0
