Time,Speed,Distance,acceleration,force,torque,rpm,
,,,,,122.0404,3.128976,
,,,,,121.7074,3.137809,
,,,,,121.3822,3.146436,
,,,,,121.0623,3.15492,
,,,,,120.7343,3.163621,
,,,,,120.422,3.171904,
,,,,,120.0946,3.18059,
,,,,,122.49,3.117049,
,,,,,126.5381,3.009671,
,,,,,130.5344,2.903666,
,,,,,134.499,2.798502,
,,,,,138.4641,2.693325,
,,,,,142.4573,2.587401,
,,,,,146.4405,2.481744,
,,,,,150.4854,2.37445,
,,,,,154.5341,2.267054,
,,,,,158.5004,2.161844,
,,,,,162.5449,2.054559,
,,,,,166.6339,1.946097,
,,,,,170.5271,1.842826,
,,,,,174.6192,1.734279,
,,,,,178.5573,1.629819,
,,,,,179.9451,1.593007,
,,,,,179.4716,1.605565,
,,,,,178.9852,1.618467,
,,,,,178.5178,1.630866,
,,,,,178.0324,1.643741,
,,,,,177.5568,1.656357,
,,,,,177.0843,1.66889,
,,,,,176.6194,1.681223,
,,,,,176.1419,1.693888,
,,,,,175.6699,1.70641,
,,,,,175.2026,1.718805,
,,,,,174.739,1.731103,
,,,,,174.2732,1.743457,
,,,,,173.8068,1.75583,
,,,,,173.3376,1.768276,
,,,,,172.8725,1.780613,
,,,,,172.4133,1.792794,
,,,,,171.9484,1.805125,
,,,,,171.4972,1.817092,
,,,,,171.0332,1.8294,
,,,,,170.5783,1.841467,
,,,,,170.1292,1.853381,
,,,,,169.6723,1.865499,
,,,,,169.2171,1.877574,
,,,,,168.763,1.889621,
,,,,,168.3192,1.901392,
,,,,,167.8587,1.913608,
,,,,,167.4211,1.925214,
,,,,,166.9746,1.937059,
,,,,,166.5285,1.948891,
,,,,,166.0833,1.960702,
,,,,,165.6312,1.972695,
,,,,,165.1941,1.984289,
,,,,,164.7446,1.996212,
,,,,,164.3161,2.007577,
,,,,,163.8795,2.019159,
,,,,,163.4307,2.031063,
,,,,,163.0157,2.042071,
,,,,,162.5675,2.053961,
,,,,,162.1379,2.065356,
,,,,,161.6933,2.07715,
,,,,,161.2692,2.088399,
,,,,,160.8333,2.099963,
,,,,,160.4125,2.111124,
,,,,,159.9764,2.122691,
,,,,,159.5557,2.133851,
,,,,,159.1178,2.145467,
,,,,,158.6985,2.156589,
,,,,,158.2714,2.167919,
,,,,,157.8497,2.179103,
,,,,,157.4369,2.190054,
,,,,,157.0125,2.201311,
,,,,,156.5925,2.212451,
,,,,,156.1664,2.223755,
,,,,,155.7568,2.234621,
,,,,,155.335,2.245809,
,,,,,154.9308,2.256532,
,,,,,154.5068,2.267778,
,,,,,154.0987,2.278604,
,,,,,153.6924,2.289379,
,,,,,153.2799,2.300322,
,,,,,152.8625,2.311393,
,,,,,152.4642,2.321958,
,,,,,152.0499,2.332948,
,,,,,151.6388,2.343853,
,,,,,151.2476,2.354232,
,,,,,150.8429,2.364966,
,,,,,150.4363,2.37575,
,,,,,150.0369,2.386346,
,,,,,149.6342,2.397028,
,,,,,149.2395,2.407498,
,,,,,148.833,2.41828,
,,,,,148.4295,2.428982,
,,,,,148.039,2.439342,
,,,,,147.6485,2.4497,
,,,,,147.2535,2.460178,
,,,,,146.8504,2.47087,
,,,,,146.4592,2.481246,
,,,,,146.0677,2.491631,
,,,,,145.6779,2.501973,
,,,,,145.296,2.512101,
,,,,,144.9033,2.522517,
,,,,,144.5264,2.532516,
,,,,,144.1352,2.542893,
,,,,,143.7502,2.553106,
,,,,,143.3677,2.563252,
,,,,,142.9851,2.573401,
,,,,,142.6004,2.583603,
,,,,,142.2181,2.593746,
,,,,,141.8342,2.603928,
,,,,,141.4564,2.61395,
,,,,,141.0895,2.623683,
,,,,,140.7108,2.633727,
,,,,,140.3311,2.6438,
,,,,,139.9586,2.653681,
,,,,,139.5793,2.663741,
,,,,,139.207,2.673618,
,,,,,138.8408,2.68333,
,,,,,138.4607,2.693413,
,,,,,138.1008,2.702959,
,,,,,137.7246,2.71294,
,,,,,137.3641,2.722502,
,,,,,136.9919,2.732376,
,,,,,136.6229,2.742162,
,,,,,136.2575,2.751856,
,,,,,135.8974,2.761407,
,,,,,135.5366,2.770978,
,,,,,135.1789,2.780465,
,,,,,134.815,2.790119,
,,,,,134.45,2.799799,
,,,,,134.0951,2.809216,
,,,,,133.7415,2.818593,
,,,,,133.3745,2.82833,
,,,,,133.0207,2.837714,
,,,,,132.6716,2.846973,
,,,,,132.3183,2.856345,
,,,,,131.9633,2.865763,
,,,,,131.6082,2.87518,
,,,,,131.2593,2.884436,
,,,,,130.9052,2.893829,
,,,,,130.5529,2.903175,
,,,,,130.2065,2.912364,
,,,,,129.8544,2.921704,
,,,,,129.5143,2.930725,
,,,,,129.1676,2.93992,
,,,,,128.8172,2.949216,
,,,,,128.4795,2.958174,
,,,,,128.1379,2.967233,
,,,,,127.7896,2.976474,
,,,,,127.4529,2.985405,
,,,,,127.111,2.994474,
,,,,,126.773,3.003438,
,,,,,126.4322,3.01248,
,,,,,126.1011,3.021262,
,,,,,125.7632,3.030226,
,,,,,125.4217,3.039284,
,,,,,125.0928,3.048008,
,,,,,124.7556,3.056951,
,,,,,124.4204,3.065844,
,,,,,124.0895,3.074621,
,,,,,123.7532,3.083543,
,,,,,123.4306,3.092098,
,,,,,123.0969,3.10095,
,,,,,122.7666,3.109712,
,,,,,122.4367,3.118463,
,,,,,122.1147,3.127003,
,,,,,121.7859,3.135727,
,,,,,121.4619,3.144322,
,,,,,121.1408,3.152839,
,,,,,120.8184,3.161391,
,,,,,120.496,3.169942,
,,,,,120.1722,3.178531,
,,,,,121.6742,3.13869,
,,,,,125.6229,3.033947,
,,,,,129.6837,2.926232,
,,,,,133.6726,2.820422,
,,,,,137.6471,2.714996,
,,,,,141.66,2.60855,
,,,,,145.7075,2.501185,
,,,,,149.7835,2.393068,
,,,,,153.7262,2.288485,
,,,,,157.692,2.183289,
,,,,,161.7545,2.075526,
,,,,,165.702,1.970816,
,,,,,169.7469,1.863522,
,,,,,173.7548,1.757209,
,,,,,177.7519,1.651182,
,,,,,180.0704,1.589682,
,,,,,179.5933,1.602338,
,,,,,179.1152,1.615019,
,,,,,178.6397,1.627633,
,,,,,178.1553,1.640482,
,,,,,177.686,1.652931,
,,,,,177.2067,1.665643,
,,,,,176.7351,1.678154,
,,,,,176.2654,1.690613,
,,,,,175.7941,1.703114,
,,,,,175.3221,1.715634,
,,,,,174.8534,1.728067,
,,,,,174.3908,1.740339,
,,,,,173.919,1.752853,
,,,,,173.4689,1.764793,
,,,,,172.9904,1.777485,
,,,,,172.5385,1.789471,
,,,,,172.0726,1.801829,
,,,,,171.6109,1.814076,
,,,,,171.1476,1.826365,
,,,,,170.703,1.838159,
,,,,,170.2393,1.850459,
,,,,,169.785,1.86251,
,,,,,169.3308,1.874558,
,,,,,168.8771,1.886593,
,,,,,168.4313,1.898418,
,,,,,167.9868,1.910208,
,,,,,167.5404,1.922051,
,,,,,167.0824,1.934199,
,,,,,166.6332,1.946114,
,,,,,166.1928,1.957797,
,,,,,165.7489,1.969572,
,,,,,165.3044,1.981363,
,,,,,164.8622,1.993093,
,,,,,164.4309,2.004531,
,,,,,163.9818,2.016447,
,,,,,163.5508,2.027878,
,,,,,163.1066,2.039661,
,,,,,162.6703,2.051235,
,,,,,162.2368,2.062732,
,,,,,161.8032,2.074235,
,,,,,161.3852,2.085321,
,,,,,160.9457,2.09698,
,,,,,160.5224,2.10821,
,,,,,160.0857,2.119792,
,,,,,159.6531,2.131268,
,,,,,159.2292,2.142511,
,,,,,158.805,2.153764,
,,,,,158.3857,2.164886,
,,,,,157.9625,2.176112,
,,,,,157.5332,2.187499,
,,,,,157.1248,2.198333,
,,,,,156.7035,2.209508,
,,,,,156.2769,2.220824,
,,,,,155.8685,2.231656,
,,,,,155.443,2.242945,
,,,,,155.0372,2.253708,
,,,,,154.7012,2.26262,
,,,,,154.2092,2.275671,
,,,,,153.7982,2.286574,
,,,,,153.3878,2.297459,
,,,,,152.9704,2.308533,
,,,,,152.5603,2.319411,
,,,,,152.1546,2.330171,
,,,,,151.758,2.340693,
,,,,,151.3468,2.351599,
,,,,,150.9446,2.362269,
,,,,,150.5404,2.372989,
,,,,,150.1367,2.383698,
,,,,,149.7304,2.394475,
,,,,,149.3396,2.404841,
,,,,,148.9433,2.415353,
,,,,,148.5468,2.425873,
,,,,,148.149,2.436422,
,,,,,147.7555,2.446861,
,,,,,147.3469,2.4577,
